game,total_purchasers,total_players,total_playtime,avg_playtime_per_player,conversion_rate
Depth,32,27,248.5,9.2037037037037,84.38
"Hero Siege",32,27,469.0,17.3703703703704,84.38
"Hitman Contracts",32,1,0.5,0.5,3.13
"Penumbra Overture",32,17,36.6,2.15294117647059,53.13
"Pirates, Vikings, & Knights II",32,15,130.3,8.68666666666667,46.88
"Reign Of Kings",32,32,1190.6,37.20625,100.0
"Rocketbirds Hardboiled Chicken",32,8,15.8,1.975,25.0
"S.T.A.L.K.E.R. Clear Sky",32,15,292.0,19.4666666666667,46.88
"Shank 2",32,14,69.6,4.97142857142857,43.75
Skyborn,32,6,20.8,3.46666666666667,18.75
"The Plan",32,13,6.0,0.461538461538462,40.63
"Toki Tori",32,20,51.0,2.55,62.5
"X3 Terran Conflict",32,18,154.3,8.57222222222222,56.25
"Alpha Protocol",31,15,52.8,3.52,48.39
"Bejeweled 3",31,14,213.7,15.2642857142857,45.16
Confrontation,31,6,3.6,0.6,19.35
"Construct 2 Free",31,7,17.9,2.55714285714286,22.58
"Democracy 3",31,28,152.9,5.46071428571429,90.32
"Divine Divinity",31,3,10.9,3.63333333333333,9.68
"Euro Truck Simulator",31,8,11.5,1.4375,25.81
"EverQuest II",31,8,96.8,12.1,25.81
"Farming Simulator 15",31,29,2050.3,70.7,93.55
"Five Nights at Freddy's 2",31,23,66.9,2.90869565217391,74.19
"Next Car Game Wreckfest",31,28,119.3,4.26071428571429,90.32
"One Finger Death Punch",31,22,180.2,8.19090909090909,70.97
"Painkiller Hell & Damnation",31,15,49.9,3.32666666666667,48.39
"Portal 2 Sixense Perceptual Pack",31,0,0,0,0.0
"Resident Evil Revelations / Biohazard Revelations",31,18,112.7,6.26111111111111,58.06
"Rise of Nations Extended Edition",31,26,239.6,9.21538461538461,83.87
"Sacred Citadel",31,7,61.6,8.8,22.58
"Shadow Warrior Classic (1997)",31,5,2.2,0.44,16.13
"Spore Galactic Adventures",31,17,288.3,16.9588235294118,54.84
"The Long Dark",31,29,312.5,10.7758620689655,93.55
"The Witcher 3 Wild Hunt - New Finisher Animations",31,0,0,0,0.0
"Thief 2",31,5,9.8,1.96,16.13
ArcaniA,30,10,59.7,5.97,33.33
"Beatbuddy Tale of the Guardians",30,9,21.9,2.43333333333333,30.0
Broforce,30,26,688.4,26.4769230769231,86.67
Capsized,30,10,14.0,1.4,33.33
"Chaos Domain",30,3,0.5,0.166666666666667,10.0
"EVE Online",30,21,732.6,34.8857142857143,70.0
"Frontline Tactics",30,6,135.4,22.5666666666667,20.0
"Kane & Lynch Dead Men",30,4,12.4,3.1,13.33
"Killing Floor - Toy Master",30,0,0,0,0.0
"LEGO Worlds",30,28,169.0,6.03571428571429,93.33
"Loadout Campaign Beta",30,19,101.6,5.34736842105263,63.33
"Lost Planet Extreme Condition",30,17,58.3,3.42941176470588,56.67
"Might & Magic Duel of Champions",30,14,1465.2,104.657142857143,46.67
"ROSE Online",30,0,0,0,0.0
Ragnarok,30,9,11.5,1.27777777777778,30.0
"Realms of the Haunting",30,1,0.1,0.1,3.33
"Red Faction",30,8,16.1,2.0125,26.67
"Resident Evil Revelations 2 / Biohazard Revelations 2",30,14,137.0,9.78571428571429,46.67
Saira,30,6,2.7,0.45,20.0
"The Culling Of The Cows",30,17,30.6,1.8,56.67
"The Forgotten Ones",30,5,2.4,0.48,16.67
Unepic,30,18,156.2,8.67777777777778,60.0
"Viscera Cleanup Detail Santa's Rampage",30,19,86.7,4.56315789473684,63.33
"Worms Crazy Golf",30,4,3.8,0.95,13.33
"Age of Empires Online",29,8,665.6,83.2,27.59
"Amazing World",29,6,11.1,1.85,20.69
Blackguards,29,12,237.8,19.8166666666667,41.38
"Combat Arms",29,9,163.8,18.2,31.03
"Commandos 3 Destination Berlin",29,6,3.0,0.5,20.69
"Costume Quest",29,17,69.4,4.08235294117647,58.62
"DARK SOULS II Crown of the Old Iron King",29,0,0,0,0.0
"DOOM II Hell on Earth",29,9,31.1,3.45555555555556,31.03
"Darksiders Soundtrack",29,0,0,0,0.0
"Deus Ex The Fall",29,4,9.1,2.275,13.79
"FINAL FANTASY XIII",29,22,475.8,21.6272727272727,75.86
"Game of Thrones - A Telltale Games Series",29,20,302.4,15.12,68.97
"Hard Reset",29,15,75.7,5.04666666666667,51.72
"Hard Reset Exile DLC",29,0,0,0,0.0
Mabinogi,29,5,620.2,124.04,17.24
"Master Levels for DOOM II",29,4,8.9,2.225,13.79
"PAYDAY Wolf Pack",29,0,0,0,0.0
"Prime World",29,8,1352.3,169.0375,27.59
"Puzzle Agent",29,5,19.6,3.92,17.24
RaiderZ,29,10,26.7,2.67,34.48
"Red Faction II",29,3,13.4,4.46666666666667,10.34
"Reversion - The Escape",29,3,4.7,1.56666666666667,10.34
Rochard,29,13,30.1,2.31538461538462,44.83
"Sam & Max 301 The Penal Zone",29,8,6.8,0.85,27.59
"Sam & Max 302 The Tomb of Sammun-Mak",29,1,3.2,3.2,3.45
"Sam & Max 303 They Stole Max's Brain!",29,1,2.9,2.9,3.45
"Sam & Max 304 Beyond the Alley of the Dolls",29,1,3.0,3.0,3.45
"Sam & Max 305 The City that Dares not Sleep",29,1,2.8,2.8,3.45
Shatter,29,18,46.3,2.57222222222222,62.07
"South Park The Stick of Truth - Ultimate Fellowship Pack",29,0,0,0,0.0
Stacking,29,12,66.3,5.525,41.38
"Take On Helicopters",29,7,52.6,7.51428571428571,24.14
"The Talos Principle",29,24,426.1,17.7541666666667,82.76
"Worms Blast",29,0,0,0,0.0
"Worms Pinball",29,0,0,0,0.0
Aquaria,28,7,30.0,4.28571428571429,25.0
"Audition Online",28,5,10.3,2.06,17.86
"Baldur's Gate Enhanced Edition",28,23,3094.9,134.560869565217,82.14
"Beyond Divinity",28,2,1.5,0.75,7.14
Bulletstorm,28,23,299.8,13.0347826086957,82.14
Caster,28,20,27.2,1.36,71.43
Creativerse,28,23,188.6,8.2,82.14
"Darksiders II Soundtrack",28,0,0,0,0.0
"Dungeonland - All access pass",28,0,0,0,0.0
Gish,28,13,13.9,1.06923076923077,46.43
"Hazard Ops",28,14,83.4,5.95714285714286,50.0
"Lost Planet 3",28,14,149.8,10.7,50.0
"METAL SLUG 3",28,21,75.4,3.59047619047619,75.0
McPixel,28,19,51.7,2.72105263157895,67.86
"Next Car Game Sneak Peek 2.0",28,16,12.7,0.79375,57.14
"Nosferatu The Wrath of Malachi",28,11,18.1,1.64545454545455,39.29
"Papo & Yo",28,8,27.8,3.475,28.57
"Pinball FX2",28,11,175.7,15.9727272727273,39.29
Proteus,28,11,4.9,0.445454545454545,39.29
"Revenge of the Titans",28,15,50.2,3.34666666666667,53.57
"Rock of Ages",28,20,40.7,2.035,71.43
"Rocksmith 2014",28,25,1731.4,69.256,89.29
"Tower Wars",28,18,84.2,4.67777777777778,64.29
X-Blades,28,10,26.6,2.66,35.71
"A Virus Named TOM",27,12,23.5,1.95833333333333,44.44
"Alpha Prime",27,3,1.7,0.566666666666667,11.11
"Anarchy Arcade",27,10,13.8,1.38,37.04
"Atom Zombie Smasher ",27,19,110.8,5.83157894736842,70.37
"Battlestations Midway",27,4,24.7,6.175,14.81
"Car Mechanic Simulator 2014",27,21,62.4,2.97142857142857,77.78
"Dead Rising 2",27,21,127.7,6.08095238095238,77.78
Eldevin,27,14,325.2,23.2285714285714,51.85
"Football Manager 2016",27,27,2296.6,85.0592592592592,100.0
"Mad Max",27,25,423.8,16.952,92.59
"Monkey Island 2 Special Edition",27,9,60.9,6.76666666666667,33.33
"Octodad Dadliest Catch",27,24,148.2,6.175,88.89
"Primal Carnage",27,21,513.7,24.4619047619048,77.78
"Stealth Bastard Deluxe",27,13,28.9,2.22307692307692,48.15
"Supreme Commander 2 - Infinite War Battle Pack One",27,0,0,0,0.0
"TOME Immortal Arena",27,8,97.0,12.125,29.63
"Test Drive Unlimited 2",27,24,692.9,28.8708333333333,88.89
"The Vanishing of Ethan Carter",27,21,92.6,4.40952380952381,77.78
"The Vanishing of Ethan Carter Redux",27,3,1.2,0.4,11.11
8BitBoy,26,8,27.2,3.4,30.77
"Commandos Behind Enemy Lines",26,6,19.6,3.26666666666667,23.08
"Commandos Beyond the Call of Duty",26,1,0.2,0.2,3.85
"Crusader Kings II Sons of Abraham",26,0,0,0,0.0
"DLC Quest",26,24,67.6,2.81666666666667,92.31
"Devil May Cry 4",26,18,114.7,6.37222222222222,69.23
EDGE,26,12,13.2,1.1,46.15
"Earth 2150 The Moon Project",26,1,8.4,8.4,3.85
"GameMaker Studio",26,26,1093.6,42.0615384615385,100.0
Karos,26,0,0,0,0.0
"Max Payne 3 Season Pass",26,0,0,0,0.0
"Narcissu 1st & 2nd",26,8,16.4,2.05,30.77
"Oil Rush",26,9,21.4,2.37777777777778,34.62
"Rusty Hearts",26,6,208.1,34.6833333333333,23.08
"Serious Sam The Random Encounter",26,4,1.0,0.25,15.38
"Sins of a Dark Age",26,13,33.1,2.54615384615385,50.0
"Sniper Elite Nazi Zombie Army",26,23,120.5,5.23913043478261,88.46
"SpellForce 2 - Faith in Destiny",26,7,252.4,36.0571428571429,26.92
"Spore Creepy & Cute Parts Pack",26,11,91.7,8.33636363636364,42.31
"Stronghold 2",26,15,121.7,8.11333333333333,57.69
"Stronghold Legends",26,6,26.9,4.48333333333333,23.08
"The Evil Within",26,16,136.8,8.55,61.54
"The Guild II - Pirates of the European Seas",26,2,2.9,1.45,7.69
"The Ultimate DOOM",26,15,14.2,0.946666666666667,57.69
"UFO Afterlight",26,2,1.1,0.55,7.69
Verdun,26,24,243.2,10.1333333333333,92.31
"Zeno Clash",26,16,26.8,1.675,61.54
"Aliens Colonial Marines",25,22,219.2,9.96363636363636,88.0
"Back to Dinosaur Island ",25,7,10.7,1.52857142857143,28.0
"Call of Duty Modern Warfare 2 Stimulus Package",25,0,0,0,0.0
"Canyon Capers",25,12,34.7,2.89166666666667,48.0
"Castle Crashers - Blacksmith Pack",25,0,0,0,0.0
"DOOM 3 Resurrection of Evil",25,5,13.6,2.72,20.0
Evoland,25,18,60.7,3.37222222222222,72.0
"FINAL FANTASY XIV A Realm Reborn",25,22,6618.5,300.840909090909,88.0
"Final DOOM",25,6,3.8,0.633333333333333,24.0
"Greed Corp",25,12,53.8,4.48333333333333,48.0
"Half Minute Hero Super Mega Neo Climax Ultimate Boy",25,7,29.7,4.24285714285714,28.0
"Hotline Miami 2 Wrong Number",25,18,188.8,10.4888888888889,72.0
"Intrusion 2",25,10,18.4,1.84,40.0
"Joe Danger 2 The Movie",25,13,12.4,0.953846153846154,52.0
"Leviathan Warships",25,9,22.9,2.54444444444444,36.0
"Metro Conflict",25,16,70.3,4.39375,64.0
"Penny Arcade's On the Rain-Slick Precipice of Darkness 3",25,6,8.3,1.38333333333333,24.0
Polarity,25,13,72.3,5.56153846153846,52.0
"Pox Nora",25,4,19.8,4.95,16.0
"Project CARS",25,24,339.1,14.1291666666667,96.0
"Puzzle Agent 2",25,3,8.0,2.66666666666667,12.0
"Racer 8",25,10,23.1,2.31,40.0
"Serious Sam Double D XXL",25,4,1.5,0.375,16.0
"Sir, You Are Being Hunted",25,16,39.7,2.48125,64.0
"Solar 2",25,16,79.6,4.975,64.0
"State of Decay - Breakdown",25,0,0,0,0.0
"Ticket to Ride",25,12,93.4,7.78333333333333,48.0
"Trials Evolution Gold Edition",25,25,398.4,15.936,100.0
"Vertiginous Golf",25,4,1.0,0.25,16.0
Viridi,25,6,18.2,3.03333333333333,24.0
"AI War Fleet Command",24,8,28.0,3.5,33.33
"Always Sometimes Monsters",24,12,57.1,4.75833333333333,50.0
"Arma Gold Edition",24,0,0,0,0.0
Botanicula,24,16,49.3,3.08125,66.67
"Cakewalk Loop Manager",24,0,0,0,0.0
"Castle Crashers - Pink Knight Pack",24,0,0,0,0.0
Closure,24,7,23.1,3.3,29.17
"Command and Conquer 3 Tiberium Wars",24,18,167.1,9.28333333333333,75.0
"Command and Conquer 4 Tiberian Twilight",24,19,235.2,12.3789473684211,79.17
"DARK SOULS II - Season Pass",24,0,0,0,0.0
"EverQuest Free-to-Play",24,4,4.1,1.025,16.67
"Fable Anniversary",24,17,161.7,9.51176470588235,70.83
"Hacker Evolution",24,13,20.4,1.56923076923077,54.17
"Hearts of Iron III",24,21,1203.0,57.2857142857143,87.5
"Hector Ep 1",24,4,6.1,1.525,16.67
LUFTRAUSERS,24,10,22.6,2.26,41.67
"METAL SLUG DEFENSE",24,9,30.4,3.37777777777778,37.5
"Men of War",24,12,288.1,24.0083333333333,50.0
"Mini Ninjas",24,2,9.0,4.5,8.33
"Murder Miners",24,5,7.6,1.52,20.83
"Nuclear Dawn",24,12,101.5,8.45833333333333,50.0
"Omerta - City of Gangsters",24,17,292.8,17.2235294117647,70.83
"Outlast Whistleblower DLC",24,0,0,0,0.0
"Quantum Rush Online",24,4,3.0,0.75,16.67
RUSH,24,9,24.4,2.71111111111111,37.5
"Steel Storm Burning Retribution",24,9,7.4,0.822222222222222,37.5
"The Guild II Renaissance",24,12,86.6,7.21666666666667,50.0
"Tom Clancy's Splinter Cell Chaos Theory",24,9,9.1,1.01111111111111,37.5
"Total War Battles KINGDOM",24,18,72.0,4.0,75.0
"Unreal Tournament Game of the Year Edition",24,11,289.5,26.3181818181818,45.83
"Valiant Hearts The Great War / Soldats Inconnus  Mmoires de la Grande Guerre",24,14,66.6,4.75714285714286,58.33
"Wasteland 1 - The Original Classic",24,2,6.5,3.25,8.33
"Wasteland 2",24,22,491.9,22.3590909090909,91.67
"Wasteland 2 Director's Cut",24,3,2.9,0.966666666666667,12.5
Xam,24,2,0.9,0.45,8.33
"resident evil 4 / biohazard 4",24,14,96.1,6.86428571428571,58.33
"Dungeon Siege",23,11,87.0,7.90909090909091,47.83
"Dungeon Siege 2",23,5,18.8,3.76,21.74
"Fable III",23,17,570.6,33.5647058823529,73.91
"Fiesta Online NA",23,3,0.7,0.233333333333333,13.04
"Full Mojo Rampage",23,10,81.3,8.13,43.48
"Grim Fandango Remastered",23,13,80.5,6.19230769230769,56.52
"HIS (Heroes In the Sky)",23,11,9.5,0.863636363636364,47.83
"Men of War Red Tide",23,7,39.6,5.65714285714286,30.43
"Monday Night Combat",23,19,132.4,6.96842105263158,82.61
"NBA 2K15",23,20,2714.7,135.735,86.96
"Oddworld Abe's Exoddus",23,8,21.7,2.7125,34.78
"Organ Trail Director's Cut",23,13,31.1,2.39230769230769,56.52
"Out There Somewhere",23,10,26.2,2.62,43.48
"Recettear An Item Shop's Tale",23,16,215.3,13.45625,69.57
"Renegade Ops",23,9,38.7,4.3,39.13
"Sonic Adventure DX",23,6,5.5,0.916666666666667,26.09
"The Banner Saga Factions",23,2,0.3,0.15,8.7
"The Incredible Adventures of Van Helsing II",23,14,155.5,11.1071428571429,60.87
"The Testament of Sherlock Holmes",23,17,127.9,7.52352941176471,73.91
"Toki Tori 2+",23,9,21.4,2.37777777777778,39.13
"Turbo Dismount",23,20,118.6,5.93,86.96
"Wallace & Gromit Ep 1 Fright of the Bumblebees",23,4,9.9,2.475,17.39
Waveform,23,10,28.5,2.85,43.48
"Alien Breed 3 Descent",22,3,27.2,9.06666666666667,13.64
"All Is Dust",22,6,8.6,1.43333333333333,27.27
"Arma Tactics",22,5,9.7,1.94,22.73
BEEP,22,8,11.4,1.425,36.36
"Battle Islands",22,11,383.6,34.8727272727273,50.0
"Call of Duty Modern Warfare 2 - Resurgence Pack",22,0,0,0,0.0
"Divinity Dragon Commander",22,12,96.3,8.025,54.55
DogFighter,22,7,4.7,0.671428571428571,31.82
Eets,22,5,13.2,2.64,22.73
"Eternal Senia",22,7,11.6,1.65714285714286,31.82
"Hector Ep 2",22,1,5.0,5.0,4.55
"Hector Ep 3",22,0,0,0,0.0
HuniePop,22,20,416.4,20.82,90.91
"Knights of Pen and Paper +1",22,12,67.0,5.58333333333333,54.55
"Mark of the Ninja Special Edition DLC",22,0,0,0,0.0
"Mount Your Friends",22,15,72.0,4.8,68.18
"PixelJunk Eden",22,8,8.7,1.0875,36.36
"Prototype 2 RADNET Access Pack",22,0,0,0,0.0
"Samorost 2",22,3,1.2,0.4,13.64
"Star Wars The Clone Wars Republic Heroes",22,1,0.7,0.7,4.55
Strider,22,11,19.7,1.79090909090909,50.0
"The Elder Scrolls Online Tamriel Unlimited",22,17,684.6,40.2705882352941,77.27
"Wallace & Gromit Ep 2 The Last Resort",22,1,15.4,15.4,4.55
"Wallace & Gromit Ep 3 Muzzled!",22,1,12.7,12.7,4.55
"Wallace & Gromit Ep 4 The Bogey Man",22,1,3.9,3.9,4.55
"Woodle Tree Adventures",22,13,27.6,2.12307692307692,59.09
"World of Soccer online",22,14,5.4,0.385714285714286,63.64
"Worms Clan Wars",22,12,42.8,3.56666666666667,54.55
"X3 Reunion",22,7,172.2,24.6,31.82
"Among Ripples",21,4,1.7,0.425,19.05
"Anomaly 2",21,5,7.6,1.52,23.81
"Arctic Combat",21,3,18.4,6.13333333333333,14.29
"Assassins Creed Unity",21,17,343.0,20.1764705882353,80.95
"Blocks That Matter",21,15,33.2,2.21333333333333,71.43
"Commando Jack",21,3,5.5,1.83333333333333,14.29
"Defense Grid Resurgence Map Pack 1",21,0,0,0,0.0
"Dishonored (RU)",21,18,321.2,17.8444444444444,85.71
"Driver San Francisco",21,18,105.3,5.85,85.71
"Dungeon Party",21,1,0.3,0.3,4.76
"Dungeon of the Endless",21,18,176.6,9.81111111111111,85.71
"Endless Sky",21,13,19.6,1.50769230769231,61.9
"Forsaken World ",21,5,101.0,20.2,23.81
"Grimoire Manastorm",21,7,16.2,2.31428571428571,33.33
"Killing Floor Uncovered",21,0,0,0,0.0
"King Arthur's Gold",21,12,36.8,3.06666666666667,57.14
"Long Live The Queen",21,15,44.1,2.94,71.43
"Marvel Puzzle Quest",21,9,1901.6,211.288888888889,42.86
Particula,21,6,9.3,1.55,28.57
"Piercing Blow",21,10,24.9,2.49,47.62
"Prince of Persia The Sands of Time",21,15,38.6,2.57333333333333,71.43
"Puzzle Pirates",21,2,42.2,21.1,9.52
"Ryse Son of Rome",21,19,197.7,10.4052631578947,90.48
SolForge,21,12,39.0,3.25,57.14
"Space Channel 5 Part 2",21,4,4.2,1.05,19.05
"Styx Master of Shadows",21,14,58.8,4.2,66.67
"Superfrog HD",21,4,3.3,0.825,19.05
"Tom Clancy's Rainbow Six Vegas 2",21,13,108.7,8.36153846153846,61.9
"Two Worlds 2 - Pirates of the Flying Fortress ",21,0,0,0,0.0
Vessel,21,11,14.3,1.3,52.38
"Anna - Extended Edition",20,11,39.4,3.58181818181818,55.0
"Anno Online",20,8,744.2,93.025,40.0
"Arma 2 Free",20,6,3.2,0.533333333333333,30.0
"Battle Nations",20,8,1051.2,131.4,40.0
"Broken Age",20,16,157.3,9.83125,80.0
"Broken Sword 1 - Shadow of the Templars Director's Cut",20,5,27.2,5.44,25.0
"Broken Sword 2 - the Smoking Mirror Remastered",20,1,5.7,5.7,5.0
"Castlevania Lords of Shadow - Ultimate Edition",20,15,84.9,5.66,75.0
"Defense Grid Resurgence Map Pack 2 ",20,0,0,0,0.0
"Defense Grid Resurgence Map Pack 3",20,0,0,0,0.0
"Defense Grid Resurgence Map Pack 4",20,0,0,0,0.0
"Dragon's Prophet (EU)",20,4,119.9,29.975,20.0
"Enemy Mind",20,4,10.6,2.65,20.0
"Eufloria HD",20,2,19.0,9.5,10.0
"Evolve - Behemoth",20,0,0,0,0.0
"F1 2012",20,19,1125.5,59.2368421052632,95.0
"Fallen Enchantress Legendary Heroes",20,11,187.2,17.0181818181818,55.0
"FlatOut 2",20,14,28.2,2.01428571428571,70.0
"Galaxy on Fire 2 Full HD",20,12,83.9,6.99166666666667,60.0
"Get Off My Lawn!",20,6,28.7,4.78333333333333,30.0
"Gothic 3",20,10,199.4,19.94,50.0
Grimm,20,13,35.2,2.70769230769231,65.0
Home,20,9,14.2,1.57777777777778,45.0
"Hydrophobia Prophecy",20,12,102.1,8.50833333333333,60.0
"King Arthur - The Role-playing Wargame",20,14,61.5,4.39285714285714,70.0
"Magic 2015",20,18,447.8,24.8777777777778,90.0
"Magic The Gathering  Duels of the Planeswalkers 2012",20,18,521.9,28.9944444444444,90.0
Magicite,20,17,240.8,14.1647058823529,85.0
Nexuiz,20,4,2.0,0.5,20.0
"Nexuiz Beta",20,0,0,0,0.0
"Nexuiz STUPID Mode",20,0,0,0,0.0
"Overcast - Walden and the Werewolf",20,6,21.9,3.65,30.0
"PAYDAY The Web Series - Episode 1",20,3,0.4,0.133333333333333,15.0
"Peggle Deluxe",20,13,63.2,4.86153846153846,65.0
"Running Shadow",20,9,2.2,0.244444444444444,45.0
"Shadow Warrior Classic Redux",20,9,11.9,1.32222222222222,45.0
"Sniper Elite Nazi Zombie Army 2",20,17,71.8,4.22352941176471,85.0
"Soccer Manager 2016",20,12,28.0,2.33333333333333,60.0
"Squishy the Suicidal Pig",20,12,27.5,2.29166666666667,60.0
"Steel Ocean",20,12,42.9,3.575,60.0
"Super Killer Hornet Resurrection",20,10,31.5,3.15,50.0
"Tales from the Borderlands",20,15,173.2,11.5466666666667,75.0
"Tesla Effect",20,1,36.0,36.0,5.0
"The Crew",20,20,1099.9,54.995,100.0
"The Four Kings Casino and Slots",20,8,23.8,2.975,40.0
"The Witcher 3 Wild Hunt - Expansion Pass",20,0,0,0,0.0
"Thief - Ghost",20,0,0,0,0.0
"Tropico 3 Absolute Power",20,12,430.9,35.9083333333333,60.0
"iBomber Defense Pacific",20,4,17.9,4.475,20.0
"ACE COMBAT ASSAULT HORIZON Enhanced Edition",19,11,38.7,3.51818181818182,57.89
"AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome",19,6,6.8,1.13333333333333,31.58
"Adventures of Shuggy",19,6,9.3,1.55,31.58
"Assetto Corsa",19,18,283.3,15.7388888888889,94.74
"Battlefield 2",19,14,191.3,13.6642857142857,73.68
"Battlestations Pacific",19,10,153.2,15.32,52.63
BeamNG.drive,19,18,123.3,6.85,94.74
"Binary Domain",19,7,34.3,4.9,36.84
"Bionic Commando Rearmed",19,4,1.1,0.275,21.05
"Crazy Taxi",19,1,0.6,0.6,5.26
"Crypt of the NecroDancer",19,16,353.5,22.09375,84.21
"DiRT Rally",19,18,189.7,10.5388888888889,94.74
"District 187",19,3,19.1,6.36666666666667,15.79
"English Country Tune",19,2,0.4,0.2,10.53
Eufloria,19,12,295.0,24.5833333333333,63.16
"Eufloria HD Original Soundtrack",19,0,0,0,0.0
"Ghostbusters The Video Game",19,11,54.3,4.93636363636364,57.89
"Goodbye Deponia",19,7,29.1,4.15714285714286,36.84
"Halo Spartan Assault",19,13,31.9,2.45384615384615,68.42
"Insanely Twisted Shadow Planet",19,8,28.2,3.525,42.11
"LEGO The Hobbit",19,11,325.0,29.5454545454545,57.89
"Lords Of The Fallen",19,17,248.4,14.6117647058824,89.47
"Lost Saga North America",19,4,24.0,6.0,21.05
"Magic Barrage - Bitferno",19,8,52.8,6.6,42.11
"MechWarrior Online",19,8,47.2,5.9,42.11
"Men of War Assault Squad 2",19,18,1242.0,69.0,94.74
"Mount & Blade Warband - Viking Conquest Reforged Edition",19,0,0,0,0.0
Mountain,19,12,308.2,25.6833333333333,63.16
"Order of War",19,15,69.5,4.63333333333333,78.95
POSTAL,19,9,16.1,1.78888888888889,47.37
"Penumbra Black Plague",19,8,39.7,4.9625,42.11
"Penumbra Requiem",19,4,4.1,1.025,21.05
"Return to Castle Wolfenstein",19,11,312.5,28.4090909090909,57.89
"RollerCoaster Tycoon Deluxe",19,16,211.3,13.20625,84.21
"SEGA Bass Fishing",19,2,0.5,0.25,10.53
"Saints Row Gat out of Hell",19,6,53.7,8.95,31.58
SkyDrift,19,9,20.2,2.24444444444444,47.37
"Sniper Elite",19,10,267.1,26.71,52.63
"Soccer Manager 2015",19,12,65.5,5.45833333333333,63.16
"South Park The Stick of Truth - Super Samurai Spaceman Pack",19,0,0,0,0.0
StarForge,19,19,105.5,5.55263157894737,100.0
"Tabletop Simulator",19,18,203.9,11.3277777777778,94.74
"Talisman Digital Edition",19,13,213.2,16.4,68.42
"Talisman Prologue",19,7,16.0,2.28571428571429,36.84
"The Basement Collection",19,5,16.9,3.38,26.32
"The LEGO Movie - Videogame",19,14,464.1,33.15,73.68
"Thief - Predator",19,0,0,0,0.0
Uncrowded,19,10,47.1,4.71,52.63
"Unreal Tournament 2004",19,11,46.3,4.20909090909091,57.89
"Victoria II",19,14,575.1,41.0785714285714,73.68
"Waking Mars",19,10,41.4,4.14,52.63
Wizorb,19,6,7.1,1.18333333333333,31.58
Worms,19,1,0.5,0.5,5.26
"X3 Albion Prelude",19,10,403.5,40.35,52.63
3DMark,18,18,240.8,13.3777777777778,100.0
"Atlantica Online",18,1,8.2,8.2,5.56
Avencast,18,0,0,0,0.0
Betrayer,18,6,14.5,2.41666666666667,33.33
"Chaos Heroes Online",18,3,1.0,0.333333333333333,16.67
"City of Steam Arkadia",18,5,5.8,1.16,27.78
"Cook, Serve, Delicious!",18,11,111.0,10.0909090909091,61.11
Daikatana,18,2,0.9,0.45,11.11
Deepworld,18,6,3.0,0.5,33.33
"Earth 2150 Lost Souls",18,1,5.3,5.3,5.56
"Europa Universalis IV Conquest of Paradise",18,0,0,0,0.0
"GEARCRACK Arena",18,2,5.2,2.6,11.11
"God Mode",18,13,32.6,2.50769230769231,72.22
"Gorky 17",18,1,6.7,6.7,5.56
HIT,18,5,1.2,0.24,27.78
"Hell Yeah!",18,4,10.0,2.5,22.22
"Heroes of Might & Magic III - HD Edition",18,8,104.0,13.0,44.44
"King's Bounty The Legend",18,9,107.2,11.9111111111111,50.0
"Magic The Gathering  Tactics",18,1,6.5,6.5,5.56
"Magic The Gathering - Duels of the Planeswalkers 2013",18,18,295.8,16.4333333333333,100.0
"Magicka 2",18,16,62.9,3.93125,88.89
"Mechanic Escape",18,6,12.2,2.03333333333333,33.33
"Mercenary Kings",18,10,75.6,7.56,55.56
"Moon Breakers",18,3,1.6,0.533333333333333,16.67
"NBA 2K14",18,16,1491.5,93.21875,88.89
"NiGHTS into Dreams...",18,3,2.0,0.666666666666667,16.67
"Passing Pineview Forest",18,5,1.8,0.36,27.78
"PixelJunk Monsters Ultimate",18,7,19.3,2.75714285714286,38.89
"Prince of Persia",18,5,7.0,1.4,27.78
"Prince of Persia The Forgotten Sands",18,7,95.8,13.6857142857143,38.89
"Q.U.B.E Director's Cut",18,5,19.4,3.88,27.78
"Race The WTCC Game",18,6,16.1,2.68333333333333,33.33
"Shadows on the Vatican - Act I Greed",18,8,19.9,2.4875,44.44
"Sleeping Dogs Definitive Edition",18,13,166.1,12.7769230769231,72.22
"Starseed Pilgrim",18,1,0.5,0.5,5.56
Syberia,18,7,18.6,2.65714285714286,38.89
"The Ball",18,11,77.7,7.06363636363636,61.11
"The Bard's Tale",18,6,15.5,2.58333333333333,33.33
"The Book of Unwritten Tales",18,9,89.6,9.95555555555556,50.0
"The Secret World",18,16,358.7,22.41875,88.89
"Ticket to Ride - USA 1910",18,0,0,0,0.0
"Trainz Simulator 12",18,7,14.6,2.08571428571429,38.89
"Transformers Fall of Cybertron",18,16,203.8,12.7375,88.89
"Wolfenstein The Old Blood ",18,13,93.7,7.20769230769231,72.22
"3DMark API Overhead feature test",17,0,0,0,0.0
"3DMark Cloud Gate benchmark",17,0,0,0,0.0
"3DMark Fire Strike benchmark",17,0,0,0,0.0
"3DMark Ice Storm benchmark",17,0,0,0,0.0
"3DMark Sky Diver benchmark",17,0,0,0,0.0
Aion,17,4,41.4,10.35,23.53
Anachronox,17,1,0.1,0.1,5.88
"BIT.TRIP BEAT",17,13,21.6,1.66153846153846,76.47
"Baldur's Gate II Enhanced Edition",17,9,4277.3,475.255555555556,52.94
